Y_column;Model;Hyperparameters;Accuracy_kfold;Precision_kfold;Recall_kfold;F1_kfold;ROC_AUC_kfold;Confusion Matrix (k-fold);Accuracy_ext;Precision_ext;Recall_ext;F1_ext;ROC_AUC_ext;Confusion Matrix (External);NOT in AD train;NOT in AD test
339;RF;{'max_depth': 1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50};0.7105263157894737;0.7;0.7368421052631579;0.717948717948718;0.7105263157894737;"[[13  6]
 [ 5 14]]";0.875;0.6666666666666666;1.0;0.8;0.9166666666666667;"[[5 1]
 [0 2]]";[];[]
340;RF;{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50};0.8947368421052632;0.8260869565217391;1.0;0.9047619047619048;0.8947368421052632;"[[15  4]
 [ 0 19]]";0.75;0.0;0.0;0.0;0.4285714285714286;"[[6 1]
 [1 0]]";[];[]
341;RF;{'max_depth': 1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50};0.8333333333333334;0.7727272727272727;0.9444444444444444;0.85;0.8333333333333334;"[[13  5]
 [ 1 17]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
342;RF;{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.875;0.8571428571428571;0.9;0.8780487804878049;0.875;"[[17  3]
 [ 2 18]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
343;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.7368421052631579;0.6956521739130435;0.8421052631578947;0.7619047619047619;0.7368421052631579;"[[12  7]
 [ 3 16]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
344;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9210526315789473;0.8636363636363636;1.0;0.926829268292683;0.9210526315789473;"[[16  3]
 [ 0 19]]";0.5;0.0;0.0;0.0;0.2857142857142857;"[[4 3]
 [1 0]]";[];[]
345;RF;{'max_depth': 1, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50};0.825;0.782608695652174;0.9;0.8372093023255814;0.825;"[[15  5]
 [ 2 18]]";0.75;0.0;0.0;0.0;0.5;"[[6 0]
 [2 0]]";[];[]
346;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
347;RF;{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.8333333333333334;0.875;0.7777777777777778;0.8235294117647058;0.8333333333333333;"[[16  2]
 [ 4 14]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
348;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50};0.9166666666666666;0.8571428571428571;1.0;0.9230769230769231;0.9166666666666667;"[[15  3]
 [ 0 18]]";0.875;0.0;0.0;0.0;;"[[7 1]
 [0 0]]";[];[]
349;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";0.75;0.0;0.0;0.0;0.5;"[[6 0]
 [2 0]]";[];[]
350;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
351;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.8611111111111112;0.8421052631578947;0.8888888888888888;0.8648648648648649;0.8611111111111112;"[[15  3]
 [ 2 16]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
352;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
353;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150};0.7105263157894737;0.6666666666666666;0.8421052631578947;0.7441860465116279;0.7105263157894737;"[[11  8]
 [ 3 16]]";0.625;0.0;0.0;0.0;;"[[5 3]
 [0 0]]";[];[]
354;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.95;0.9090909090909091;1.0;0.9523809523809523;0.9500000000000001;"[[18  2]
 [ 0 20]]";1.0;1.0;1.0;1.0;1.0;"[[7 0]
 [0 1]]";[];[]
355;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";0.875;0.0;0.0;0.0;0.5;"[[7 0]
 [1 0]]";[];[]
356;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.875;0.8571428571428571;0.9;0.8780487804878049;0.875;"[[17  3]
 [ 2 18]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
357;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
358;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.6842105263157895;0.7333333333333333;0.5789473684210527;0.6470588235294118;0.6842105263157895;"[[15  4]
 [ 8 11]]";1.0;1.0;1.0;1.0;1.0;"[[7 0]
 [0 1]]";[];[]
359;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9;0.9;0.9;0.9;0.9;"[[18  2]
 [ 2 18]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
360;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.7631578947368421;0.8125;0.6842105263157895;0.7428571428571429;0.763157894736842;"[[16  3]
 [ 6 13]]";0.75;0.3333333333333333;1.0;0.5;0.8571428571428572;"[[5 2]
 [0 1]]";[];[]
361;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
362;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 40};0.868421052631579;0.8888888888888888;0.8421052631578947;0.8648648648648649;0.868421052631579;"[[17  2]
 [ 3 16]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
363;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
364;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.75;0.7368421052631579;0.7777777777777778;0.7567567567567568;0.75;"[[13  5]
 [ 4 14]]";0.75;0.0;0.0;0.0;0.4285714285714286;"[[6 1]
 [1 0]]";[];[]
365;RF;{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.75;0.7368421052631579;0.7777777777777778;0.7567567567567568;0.75;"[[13  5]
 [ 4 14]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
366;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.868421052631579;0.85;0.8947368421052632;0.8717948717948718;0.868421052631579;"[[16  3]
 [ 2 17]]";0.75;0.0;0.0;0.0;0.5;"[[6 0]
 [2 0]]";[];[]
367;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
368;RF;{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.8888888888888888;0.9375;0.8333333333333334;0.8823529411764706;0.888888888888889;"[[17  1]
 [ 3 15]]";1.0;1.0;1.0;1.0;1.0;"[[7 0]
 [0 1]]";[];[]
369;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.8529411764705882;0.8;0.9411764705882353;0.8648648648648649;0.8529411764705882;"[[13  4]
 [ 1 16]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
370;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";0.875;0.0;0.0;0.0;0.5;"[[7 0]
 [1 0]]";[];[]
371;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
372;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.975;0.9523809523809523;1.0;0.975609756097561;0.975;"[[19  1]
 [ 0 20]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
373;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50};0.9;0.8333333333333334;1.0;0.9090909090909091;0.9;"[[16  4]
 [ 0 20]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
374;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
375;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.9;0.9;0.9;0.9;0.9;"[[18  2]
 [ 2 18]]";0.875;0.0;0.0;0.0;;"[[7 1]
 [0 0]]";[];[]
376;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.7631578947368421;0.7272727272727273;0.8421052631578947;0.7804878048780488;0.763157894736842;"[[13  6]
 [ 3 16]]";0.75;0.0;0.0;0.0;;"[[6 2]
 [0 0]]";[];[]
377;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};1.0;1.0;1.0;1.0;1.0;"[[20  0]
 [ 0 20]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
378;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.925;0.8695652173913043;1.0;0.9302325581395349;0.9249999999999999;"[[17  3]
 [ 0 20]]";0.875;0.0;0.0;0.0;;"[[7 1]
 [0 0]]";[];[]
379;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.95;0.9090909090909091;1.0;0.9523809523809523;0.9500000000000001;"[[18  2]
 [ 0 20]]";0.875;0.0;0.0;0.0;;"[[7 1]
 [0 0]]";[];[]
380;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.8529411764705882;0.875;0.8235294117647058;0.8484848484848485;0.8529411764705882;"[[15  2]
 [ 3 14]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
381;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.875;0.8;1.0;0.8888888888888888;0.875;"[[15  5]
 [ 0 20]]";0.625;0.25;1.0;0.4;0.7857142857142857;"[[4 3]
 [0 1]]";[];[]
382;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.8888888888888888;0.85;0.9444444444444444;0.8947368421052632;0.888888888888889;"[[15  3]
 [ 1 17]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
383;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";0.75;0.0;0.0;0.0;0.5;"[[6 0]
 [2 0]]";[];[]
384;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9473684210526315;0.9047619047619048;1.0;0.95;0.9473684210526316;"[[17  2]
 [ 0 19]]";0.875;0.0;0.0;0.0;0.5;"[[7 0]
 [1 0]]";[];[]
385;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
386;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
387;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50};0.9722222222222222;0.9473684210526315;1.0;0.972972972972973;0.9722222222222222;"[[17  1]
 [ 0 18]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
388;RF;{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.8157894736842105;0.8;0.8421052631578947;0.8205128205128205;0.8157894736842104;"[[15  4]
 [ 3 16]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
389;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.9411764705882353;0.9411764705882353;0.9411764705882353;0.9411764705882353;0.9411764705882353;"[[16  1]
 [ 1 16]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
390;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
391;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.875;0.8571428571428571;0.9;0.8780487804878049;0.875;"[[17  3]
 [ 2 18]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
392;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
393;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9411764705882353;0.8947368421052632;1.0;0.9444444444444444;0.9411764705882353;"[[15  2]
 [ 0 17]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
394;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9166666666666666;0.9411764705882353;0.8888888888888888;0.9142857142857143;0.9166666666666666;"[[17  1]
 [ 2 16]]";0.625;0.0;0.0;0.0;0.35714285714285715;"[[5 2]
 [1 0]]";[];[]
395;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9736842105263158;0.95;1.0;0.9743589743589743;0.9736842105263158;"[[18  1]
 [ 0 19]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
396;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.8421052631578947;0.8095238095238095;0.8947368421052632;0.85;0.8421052631578948;"[[15  4]
 [ 2 17]]";0.75;0.3333333333333333;1.0;0.5;0.8571428571428572;"[[5 2]
 [0 1]]";[];[]
397;RF;{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 40};0.8055555555555556;0.7619047619047619;0.8888888888888888;0.8205128205128205;0.8055555555555555;"[[13  5]
 [ 2 16]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
398;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";0.875;0.0;0.0;0.0;0.5;"[[7 0]
 [1 0]]";[];[]
399;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.9;0.9;0.9;0.9;0.9;"[[18  2]
 [ 2 18]]";0.75;0.0;0.0;0.0;;"[[6 2]
 [0 0]]";[];[]
400;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.975;0.9523809523809523;1.0;0.975609756097561;0.975;"[[19  1]
 [ 0 20]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
401;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};0.95;1.0;0.9;0.9473684210526315;0.95;"[[20  0]
 [ 2 18]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
402;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";0.875;0.0;0.0;0.0;0.5;"[[7 0]
 [1 0]]";[];[]
403;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
404;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";0.875;0.0;0.0;0.0;0.5;"[[7 0]
 [1 0]]";[];[]
405;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
406;RF;{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.8333333333333334;0.8;0.8888888888888888;0.8421052631578947;0.8333333333333334;"[[14  4]
 [ 2 16]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
407;RF;{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50};0.8888888888888888;0.8888888888888888;0.8888888888888888;0.8888888888888888;0.8888888888888888;"[[16  2]
 [ 2 16]]";0.75;0.0;0.0;0.0;0.4285714285714286;"[[6 1]
 [1 0]]";[];[]
408;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150};0.9411764705882353;0.8947368421052632;1.0;0.9444444444444444;0.9411764705882353;"[[15  2]
 [ 0 17]]";0.875;0.0;0.0;0.0;0.5;"[[7 0]
 [1 0]]";[];[]
409;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
410;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.8947368421052632;0.9411764705882353;0.8421052631578947;0.8888888888888888;0.8947368421052632;"[[18  1]
 [ 3 16]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
411;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.8947368421052632;0.8260869565217391;1.0;0.9047619047619048;0.8947368421052632;"[[15  4]
 [ 0 19]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
412;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150};0.8888888888888888;0.85;0.9444444444444444;0.8947368421052632;0.888888888888889;"[[15  3]
 [ 1 17]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
413;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.7894736842105263;0.7619047619047619;0.8421052631578947;0.8;0.7894736842105263;"[[14  5]
 [ 3 16]]";0.875;1.0;0.5;0.6666666666666666;0.75;"[[6 0]
 [1 1]]";[];[]
414;RF;{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100};0.8529411764705882;0.8333333333333334;0.8823529411764706;0.8571428571428571;0.8529411764705882;"[[14  3]
 [ 2 15]]";0.625;0.0;0.0;0.0;;"[[5 3]
 [0 0]]";[];[]
415;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
416;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
417;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.95;0.9090909090909091;1.0;0.9523809523809523;0.9500000000000001;"[[18  2]
 [ 0 20]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
418;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
419;RF;{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.8421052631578947;0.8421052631578947;0.8421052631578947;0.8421052631578947;0.8421052631578947;"[[16  3]
 [ 3 16]]";1.0;1.0;1.0;1.0;1.0;"[[7 0]
 [0 1]]";[];[]
420;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
421;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9166666666666666;0.8947368421052632;0.9444444444444444;0.918918918918919;0.9166666666666666;"[[16  2]
 [ 1 17]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
422;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9210526315789473;0.8636363636363636;1.0;0.926829268292683;0.9210526315789473;"[[16  3]
 [ 0 19]]";0.875;0.0;0.0;0.0;;"[[7 1]
 [0 0]]";[];[]
423;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
424;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
425;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
426;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
427;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";0.875;0.0;0.0;0.0;0.5;"[[7 0]
 [1 0]]";[];[]
428;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9473684210526315;0.9473684210526315;0.9473684210526315;0.9473684210526315;0.9473684210526315;"[[18  1]
 [ 1 18]]";0.875;0.0;0.0;0.0;0.5;"[[7 0]
 [1 0]]";[];[]
429;RF;{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 40};0.9;0.8636363636363636;0.95;0.9047619047619048;0.9;"[[17  3]
 [ 1 19]]";0.875;0.0;0.0;0.0;0.5;"[[7 0]
 [1 0]]";[];[]
430;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.775;0.7037037037037037;0.95;0.8085106382978723;0.7749999999999999;"[[12  8]
 [ 1 19]]";0.875;0.0;0.0;0.0;;"[[7 1]
 [0 0]]";[];[]
431;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.9736842105263158;0.95;1.0;0.9743589743589743;0.9736842105263158;"[[18  1]
 [ 0 19]]";0.875;0.0;0.0;0.0;;"[[7 1]
 [0 0]]";[];[]
432;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.7631578947368421;0.7272727272727273;0.8421052631578947;0.7804878048780488;0.763157894736842;"[[13  6]
 [ 3 16]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
433;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
434;RF;{'max_depth': 1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100};0.8421052631578947;0.8095238095238095;0.8947368421052632;0.85;0.8421052631578948;"[[15  4]
 [ 2 17]]";0.75;0.3333333333333333;1.0;0.5;0.8571428571428572;"[[5 2]
 [0 1]]";[];[]
435;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.975;0.9523809523809523;1.0;0.975609756097561;0.975;"[[19  1]
 [ 0 20]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
436;RF;{'max_depth': 1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100};0.95;0.9090909090909091;1.0;0.9523809523809523;0.9500000000000001;"[[18  2]
 [ 0 20]]";0.875;0.0;0.0;0.0;0.5;"[[7 0]
 [1 0]]";[];[]
437;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
438;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
439;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9545454545454546;0.0;0.0;0.0;0.5;"[[21  0]
 [ 1  0]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
440;RF;{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.875;0.9285714285714286;0.8125;0.8666666666666667;0.875;"[[15  1]
 [ 3 13]]";1.0;0.0;0.0;0.0;;[[8]];[];[]
